Date,State of charge
2012-04-26 09:54:00,37
2012-04-26 10:38:00,37
2012-04-26 10:44:00,34
2012-04-26 16:04:00,34
2012-04-26 16:08:00,33
2012-04-26 16:14:00,33
2012-04-26 16:15:00,33
2012-04-27 07:44:00,33
2012-04-27 13:38:00,99
2012-04-27 14:43:00,99
2012-04-27 15:05:00,82
2012-04-27 15:33:00,82
2012-04-27 15:52:00,65
2012-04-27 15:56:00,65
2012-04-27 16:01:00,64
2012-04-27 17:24:00,64
2012-04-27 17:25:00,64
2012-04-27 17:26:00,64
2012-04-27 17:28:00,64
2012-04-28 19:56:00,60
2012-04-28 20:00:00,59
2012-04-28 20:02:00,59
2012-04-28 23:18:00,94
2012-04-29 19:32:00,94
2012-04-29 19:48:00,76
2012-04-29 19:51:00,76
2012-04-29 20:10:00,55
2012-04-29 20:11:00,55
2012-04-29 22:34:00,81
2012-04-30 15:44:00,81
2012-04-30 15:48:00,80
2012-04-30 16:53:00,80
2012-04-30 16:57:00,78
2012-04-30 17:04:00,78
2012-04-30 17:08:00,77
2012-04-30 21:37:00,77
2012-05-01 00:22:00,100
2012-05-01 19:08:00,100
2012-05-01 19:12:00,98
2012-05-01 19:15:00,98
2012-05-01 19:16:00,98
2012-05-01 19:42:00,98
2012-05-01 19:46:00,97
2012-05-03 15:35:00,97
2012-05-03 15:50:00,100
2012-05-03 15:54:00,100
2012-05-03 16:13:00,86
2012-05-03 16:17:00,86
2012-05-03 16:35:00,71
2012-05-03 17:26:00,71
2012-05-03 17:29:00,70
2012-05-03 18:25:00,70
2012-05-03 18:28:00,69
2012-05-03 18:30:00,69
2012-05-03 18:35:00,68
2012-05-03 18:45:00,68
2012-05-03 18:47:00,67
2012-05-03 18:56:00,67
2012-05-03 19:03:00,65
2012-05-04 21:27:00,65
2012-05-05 01:21:00,100
2012-05-05 10:31:00,100
2012-05-05 10:35:00,99
2012-05-05 10:42:00,99
2012-05-05 11:05:00,86
2012-05-05 19:49:00,86
2012-05-05 19:59:00,75
2012-05-05 22:12:00,75
2012-05-05 22:14:00,74
2012-05-10 16:58:00,74
2012-05-10 17:48:00,39
2012-05-10 17:48:00,39
2012-05-10 22:11:00,100
2012-05-11 07:00:00,100
2012-05-11 07:03:00,99
2012-05-11 09:54:00,99
2012-05-11 10:00:00,97
2012-05-11 11:21:00,97
2012-05-11 11:23:00,95
2012-05-11 12:22:00,94
2012-05-11 12:26:00,92
2012-05-11 13:35:00,92
2012-05-11 13:38:00,91
2012-05-11 15:11:00,91
2012-05-11 15:13:00,91
2012-05-11 15:13:00,91
2012-05-11 16:12:00,97
2012-05-12 12:50:00,97
2012-05-12 12:55:00,95
2012-05-12 13:28:00,95
2012-05-12 13:35:00,93
2012-05-12 15:58:00,93
2012-05-12 16:01:00,92
2012-05-12 16:09:00,92
2012-05-12 16:12:00,92
2012-05-12 21:26:00,92
2012-05-12 21:28:00,91
2012-05-12 21:28:00,94
2012-05-12 22:15:00,100
2012-05-13 08:50:00,100
2012-05-13 09:12:00,63
2012-05-13 09:15:00,63
2012-05-13 09:16:00,63
2012-05-13 09:17:00,63
2012-05-13 10:32:00,76
2012-05-13 10:34:00,76
2012-05-13 11:08:00,29
2012-05-13 11:28:00,29
2012-05-13 11:33:00,27
2012-05-13 14:37:00,27
2012-05-13 14:38:00,27
2012-05-13 14:38:00,27
2012-05-13 19:15:00,100
2012-05-13 19:16:00,100
2012-05-13 19:16:00,100
2012-05-13 19:24:00,99
2012-05-13 19:41:00,82
2012-05-13 19:45:00,82
2012-05-13 20:05:00,66
2012-05-13 20:05:00,66
2012-05-13 22:47:00,100
2012-05-15 06:05:00,100
2012-05-15 06:09:00,97
2012-05-15 07:06:00,97
2012-05-15 07:08:00,95
2012-05-15 07:11:00,95
2012-05-15 07:16:00,94
2012-05-15 07:17:00,93
2012-05-15 08:04:00,99
2012-05-15 08:12:00,99
2012-05-15 08:16:00,98
2012-05-15 17:01:00,98
2012-05-15 17:06:00,97
2012-05-15 19:12:00,97
2012-05-15 19:15:00,96
2012-05-15 19:49:00,96
2012-05-15 19:53:00,95
2012-05-16 08:07:00,95
2012-05-16 08:09:00,93
2012-05-16 17:08:00,93
2012-05-16 17:10:00,93
2012-05-16 17:18:00,93
2012-05-16 17:23:00,91
2012-05-16 17:23:00,92
2012-05-16 18:17:00,98
2012-05-17 14:12:00,98
2012-05-17 14:19:00,93
2012-05-17 17:15:00,93
2012-05-17 17:29:00,86
2012-05-17 17:29:00,86
2012-05-17 18:43:00,100
2012-05-18 10:54:00,100
2012-05-18 10:58:00,99
2012-05-18 11:25:00,99
2012-05-18 11:29:00,98
2012-05-18 11:50:00,98
2012-05-18 11:54:00,97
2012-05-18 12:01:00,97
2012-05-18 12:05:00,96
2012-05-18 12:18:00,96
2012-05-18 12:21:00,96
2012-05-18 12:28:00,96
2012-05-18 12:33:00,94
2012-05-18 16:59:00,94
2012-05-18 17:05:00,93
2012-05-18 17:15:00,93
2012-05-18 17:20:00,91
2012-05-18 18:14:00,91
2012-05-18 18:31:00,76
2012-05-18 22:02:00,76
2012-05-18 22:24:00,56
2012-05-18 22:47:00,56
2012-05-18 22:53:00,55
2012-05-19 08:41:00,100
2012-05-19 08:47:00,98
2012-05-19 08:51:00,98
2012-05-19 08:56:00,96
2012-05-19 22:53:00,55
2012-05-20 02:11:00,100
2012-05-20 08:21:00,96
2012-05-20 08:26:00,95
2012-05-20 08:32:00,95
2012-05-20 08:37:00,93
2012-05-20 12:39:00,93
2012-05-20 13:15:00,60
2012-05-20 13:15:00,60
2012-05-20 16:17:00,100
2012-05-22 19:05:00,100
2012-05-22 19:05:00,100
2012-05-23 06:01:00,100
2012-05-23 06:04:00,98
2012-05-23 06:59:00,98
2012-05-23 07:01:00,98
2012-05-23 07:05:00,98
2012-05-23 07:09:00,96
2012-05-23 08:04:00,96
2012-05-23 08:08:00,96
2012-05-23 08:13:00,96
2012-05-23 08:17:00,94
2012-05-24 18:12:00,94
2012-05-24 18:15:00,93
2012-05-24 18:17:00,93
2012-05-24 18:20:00,93
2012-05-24 18:24:00,93
2012-05-24 18:27:00,92
2012-05-24 18:57:00,92
2012-05-24 18:59:00,92
2012-05-24 19:09:00,92
2012-05-24 19:12:00,90
2012-05-24 19:17:00,90
2012-05-24 19:20:00,89
2012-05-24 19:21:00,89
2012-05-24 20:27:00,100
2012-05-26 10:02:00,100
2012-05-26 10:05:00,98
2012-05-26 10:07:00,98
2012-05-26 10:16:00,95
2012-05-26 11:20:00,95
2012-05-26 11:29:00,93
2012-05-27 22:30:00,92
2012-05-27 23:18:00,100
2012-05-28 19:29:00,100
2012-05-28 19:32:00,98
2012-05-28 19:50:00,98
2012-05-28 19:51:00,98
2012-05-28 19:58:00,98
2012-05-28 20:13:00,79
2012-05-28 20:29:00,79
2012-05-28 20:44:00,64
2012-05-28 20:54:00,64
2012-05-28 21:01:00,63
2012-05-28 21:02:00,63
2012-05-28 23:33:00,100
2012-05-30 06:00:00,100
2012-05-30 06:04:00,98
2012-05-30 06:57:00,98
2012-05-30 07:01:00,97
2012-05-30 07:05:00,97
2012-05-30 07:11:00,95
2012-05-31 16:52:00,95
2012-05-31 17:01:00,92
2012-05-31 18:05:00,92
2012-05-31 18:10:00,90
2012-05-31 18:58:00,90
2012-05-31 19:02:00,89
2012-05-31 19:21:00,89
2012-05-31 19:24:00,88
2012-05-31 19:38:00,88
2012-05-31 19:40:00,88
2012-05-31 19:54:00,88
2012-05-31 19:59:00,86
2012-06-01 14:53:00,86
2012-06-01 15:11:00,65
2012-06-01 15:35:00,65
2012-06-01 15:53:00,51
2012-06-01 17:02:00,51
2012-06-01 17:05:00,50
2012-06-01 17:18:00,50
2012-06-01 17:24:00,47
2012-06-01 17:33:00,47
2012-06-01 17:40:00,45
2012-06-01 17:50:00,45
2012-06-01 17:54:00,43
2012-06-01 17:59:00,43
2012-06-01 18:01:00,42
2012-06-01 19:41:00,42
2012-06-01 19:42:00,42
2012-06-01 19:43:00,42
2012-06-01 23:41:00,100
2012-06-02 00:40:00,82
2012-06-02 00:56:00,69
2012-06-02 07:56:00,100
2012-06-02 08:01:00,98
2012-06-02 08:08:00,98
2012-06-02 08:11:00,96
2012-06-02 13:40:00,96
2012-06-02 13:44:00,95
2012-06-02 13:48:00,95
2012-06-02 13:52:00,93
2012-06-02 16:23:00,93
2012-06-02 16:39:00,82
2012-06-03 16:39:00,68
2012-06-03 16:41:00,66
2012-06-03 16:53:00,66
2012-06-03 16:58:00,65
2012-06-03 16:58:00,65
2012-06-03 18:31:00,92
2012-06-03 18:32:00,92
2012-06-03 18:35:00,90
2012-06-04 07:31:00,90
2012-06-04 07:32:00,89
2012-06-04 08:03:00,89
2012-06-04 08:04:00,88
2012-06-04 09:47:00,88
2012-06-04 09:55:00,83
2012-06-04 17:44:00,83
2012-06-04 17:47:00,81
2012-06-04 18:20:00,81
2012-06-04 18:25:00,80
2012-06-04 22:44:00,80
2012-06-05 00:45:00,100
2012-06-05 16:14:00,100
2012-06-05 16:16:00,99
2012-06-05 16:27:00,99
2012-06-05 16:32:00,97
2012-06-07 19:12:00,97
2012-06-07 19:14:00,96
2012-06-07 19:19:00,96
2012-06-07 19:23:00,95
2012-06-08 17:02:00,95
2012-06-08 17:06:00,94
2012-06-08 17:20:00,94
2012-06-08 17:24:00,92
2012-06-08 17:58:00,92
2012-06-08 18:05:00,91
2012-06-08 18:28:00,91
2012-06-08 18:33:00,89
2012-06-08 18:43:00,89
2012-06-08 18:48:00,88
2012-06-08 18:48:00,88
2012-06-08 20:01:00,100
2012-06-09 09:05:00,100
2012-06-09 09:27:00,68
2012-06-09 16:31:00,68
2012-06-09 16:51:00,28
2012-06-10 09:33:00,28
2012-06-10 09:38:00,25
2012-06-10 09:45:00,25
2012-06-10 09:52:00,23
2012-06-10 09:55:00,23
2012-06-10 15:29:00,100
2012-06-11 15:59:00,100
2012-06-11 16:03:00,99
2012-06-11 16:06:00,99
2012-06-11 16:09:00,98
2012-06-11 16:28:00,98
2012-06-11 16:31:00,97
2012-06-11 17:36:00,97
2012-06-11 17:45:00,95
2012-06-11 21:49:00,95
2012-06-11 21:57:00,91
2012-06-12 07:18:00,91
2012-06-12 07:21:00,90
2012-06-12 15:30:00,90
2012-06-12 15:33:00,88
2012-06-12 17:55:00,88
2012-06-12 17:57:00,87
2012-06-12 18:01:00,87
2012-06-12 18:08:00,85
2012-06-12 18:09:00,85
2012-06-12 19:39:00,99
2012-06-13 06:02:00,99
2012-06-13 06:04:00,98
2012-06-13 07:15:00,98
2012-06-13 07:17:00,97
2012-06-13 07:18:00,97
2012-06-13 07:22:00,96
2012-06-13 08:24:00,96
2012-06-13 08:27:00,94
2012-06-13 17:03:00,94
2012-06-13 17:07:00,93
2012-06-14 16:52:00,93
2012-06-14 16:57:00,91
2012-06-14 17:19:00,91
2012-06-14 17:25:00,90
2012-06-14 18:25:00,90
2012-06-14 18:28:00,89
2012-06-14 18:50:00,89
2012-06-14 18:53:00,88
2012-06-14 19:23:00,88
2012-06-14 19:25:00,87
2012-06-14 19:29:00,87
2012-06-14 19:34:00,85
2012-06-15 08:27:00,85
2012-06-15 08:32:00,84
2012-06-15 08:40:00,84
2012-06-15 08:45:00,82
2012-06-15 08:50:00,82
2012-06-15 08:53:00,81
2012-06-15 09:49:00,81
2012-06-15 10:08:00,73
2012-06-15 11:43:00,73
2012-06-15 11:56:00,67
2012-06-15 11:59:00,67
2012-06-15 12:05:00,65
2012-06-15 12:05:00,65
2012-06-15 14:45:00,100
2012-06-17 19:31:00,100
2012-06-17 19:49:00,83
2012-06-17 20:10:00,79
2012-06-17 20:29:00,62
2012-06-17 20:29:00,62
2012-06-17 23:20:00,100
2012-06-18 07:07:00,100
2012-06-18 07:10:00,97
2012-06-18 15:30:00,97
2012-06-18 15:49:00,80
2012-06-18 18:24:00,80
2012-06-18 18:40:00,62
2012-06-18 18:45:00,62
2012-06-18 18:47:00,61
2012-06-18 20:26:00,61
2012-06-18 20:29:00,60
2012-06-18 20:30:00,60
2012-06-18 23:32:00,100
2012-06-19 16:19:00,99
2012-06-19 16:24:00,97
2012-06-19 16:33:00,97
2012-06-19 16:35:00,96
2012-06-19 16:46:00,96
2012-06-19 16:49:00,95
2012-06-19 18:27:00,95
2012-06-19 18:31:00,94
2012-06-19 18:48:00,94
2012-06-19 18:50:00,93
2012-06-19 19:05:00,93
2012-06-19 19:09:00,92
2012-06-20 18:49:00,92
2012-06-20 19:28:00,57
2012-06-20 19:36:00,57
2012-06-20 19:39:00,56
2012-06-20 19:39:00,56
2012-06-20 22:49:00,100
2012-06-21 18:50:00,100
2012-06-21 18:54:00,99
2012-06-21 19:14:00,99
2012-06-21 19:17:00,98
2012-06-21 19:28:00,98
2012-06-21 19:31:00,97
2012-06-21 19:59:00,97
2012-06-21 20:02:00,96
2012-06-22 07:02:00,96
2012-06-22 07:05:00,95
2012-06-22 13:32:00,95
2012-06-22 13:36:00,93
2012-06-22 17:28:00,92
2012-06-22 17:33:00,90
2012-06-23 15:26:00,90
2012-06-23 15:30:00,88
2012-06-24 12:50:00,88
2012-06-24 13:15:00,64
2012-06-24 13:38:00,60
2012-06-24 13:43:00,56
2012-06-24 13:44:00,56
2012-06-24 14:01:00,29
2012-06-24 14:04:00,29
2012-06-24 14:08:00,27
2012-06-24 14:09:00,27
2012-06-24 19:08:00,100
2012-06-25 07:04:00,99
2012-06-25 07:06:00,97
2012-06-25 15:41:00,97
2012-06-25 15:48:00,94
2012-06-25 15:59:00,94
2012-06-25 16:05:00,93
2012-06-25 19:44:00,93
2012-06-25 19:47:00,91
2012-06-25 19:53:00,91
2012-06-25 19:57:00,90
2012-06-26 07:17:00,90
2012-06-26 07:20:00,89
2012-06-26 15:16:00,89
2012-06-26 15:18:00,88
2012-06-26 15:19:00,88
2012-06-26 15:27:00,86
2012-06-26 16:29:00,86
2012-06-26 16:36:00,83
2012-06-26 18:37:00,83
2012-06-26 18:43:00,78
2012-06-26 19:09:00,78
2012-06-26 19:18:00,75
2012-06-26 19:31:00,75
2012-06-26 19:35:00,73
2012-06-26 19:36:00,73
2012-06-26 21:47:00,99
2012-06-27 05:57:00,99
2012-06-27 06:01:00,98
2012-06-27 07:18:00,98
2012-06-27 07:20:00,97
2012-06-27 07:25:00,97
2012-06-27 07:28:00,96
2012-06-27 08:30:00,95
2012-06-27 08:32:00,94
2012-06-27 08:45:00,94
2012-06-27 08:48:00,93
2012-06-27 10:33:00,93
2012-06-27 10:37:00,91
2012-06-27 17:03:00,91
2012-06-27 17:07:00,90
2012-06-27 17:30:00,90
2012-06-27 17:33:00,88
2012-06-27 17:36:00,88
2012-06-27 17:39:00,88
2012-06-27 19:14:00,88
2012-06-27 19:31:00,72
2012-06-27 19:54:00,72
2012-06-27 20:12:00,54
2012-06-27 20:12:00,54
2012-06-27 23:27:00,100
2012-06-28 17:35:00,100
2012-06-28 17:40:00,98
2012-06-28 17:59:00,98
2012-06-28 18:01:00,98
2012-06-28 18:23:00,98
2012-06-28 18:30:00,97
2012-06-29 07:20:00,97
2012-06-29 07:22:00,95
2012-06-29 13:32:00,95
2012-06-29 13:37:00,94
2012-06-29 16:57:00,94
2012-06-29 17:03:00,92
2012-06-29 17:07:00,92
2012-06-29 17:26:00,57
2012-06-29 17:41:00,57
2012-06-29 18:01:00,21
2012-06-29 18:04:00,21
2012-06-29 23:07:00,100
2012-06-30 07:40:00,100
2012-06-30 07:46:00,98
2012-06-30 07:54:00,98
2012-06-30 07:59:00,97
2012-06-30 09:20:00,97
2012-06-30 09:23:00,95
2012-06-30 13:13:00,95
2012-06-30 13:29:00,79
2012-06-30 15:55:00,79
2012-06-30 16:16:00,65
2012-06-30 16:16:00,65
2012-06-30 17:49:00,92
2012-06-30 17:50:00,92
2012-06-30 18:24:00,65
2012-07-01 01:59:00,64
2012-07-01 02:36:00,29
2012-07-01 02:36:00,29
2012-07-01 07:31:00,100
2012-07-01 16:23:00,99
2012-07-01 16:25:00,98
2012-07-01 16:31:00,98
2012-07-01 16:34:00,97
2012-07-04 05:58:00,97
2012-07-04 06:02:00,94
2012-07-04 07:15:00,94
2012-07-04 07:17:00,93
2012-07-04 07:18:00,93
2012-07-04 07:22:00,92
2012-07-05 18:53:00,92
2012-07-05 18:57:00,90
2012-07-05 19:14:00,90
2012-07-05 19:16:00,90
2012-07-05 19:29:00,90
2012-07-05 19:31:00,89
2012-07-05 19:56:00,89
2012-07-05 20:01:00,88
2012-07-05 20:02:00,88
2012-07-05 21:19:00,98
2012-07-07 11:00:00,98
2012-07-07 11:35:00,71
2012-07-07 13:10:00,71
2012-07-07 14:07:00,47
2012-07-07 14:23:00,47
2012-07-07 14:28:00,46
2012-07-07 14:37:00,46
2012-07-07 14:41:00,44
2012-07-07 14:47:00,44
2012-07-07 14:50:00,43
2012-07-07 15:15:00,43
2012-07-07 15:20:00,41
2012-07-07 15:41:00,41
2012-07-07 15:47:00,40
2012-07-07 15:48:00,40
2012-07-07 19:51:00,100
2012-07-09 08:18:00,100
2012-07-09 08:25:00,97
2012-07-09 08:27:00,97
2012-07-09 08:34:00,92
2012-07-09 08:44:00,92
2012-07-09 08:46:00,91
2012-07-09 08:47:00,91
2012-07-09 08:50:00,91
2012-07-09 10:22:00,91
2012-07-09 10:25:00,90
2012-07-09 11:19:00,89
2012-07-09 11:23:00,87
2012-07-09 12:53:00,87
2012-07-09 12:59:00,85
2012-07-09 13:51:00,85
2012-07-09 13:55:00,84
2012-07-09 15:36:00,82
2012-07-09 15:40:00,81
2012-07-09 18:53:00,81
2012-07-09 18:55:00,80
2012-07-09 19:07:00,80
2012-07-09 19:10:00,79
2012-07-09 20:03:00,79
2012-07-09 20:04:00,79
2012-07-10 08:07:00,79
2012-07-10 08:12:00,77
2012-07-10 08:16:00,77
2012-07-10 08:24:00,74
2012-07-10 17:35:00,74
2012-07-10 17:39:00,73
2012-07-10 17:44:00,73
2012-07-10 17:51:00,71
2012-07-11 11:36:00,71
2012-07-11 11:38:00,70
2012-07-11 11:56:00,70
2012-07-11 11:59:00,69
2012-07-11 12:06:00,69
2012-07-11 12:12:00,68
2012-07-11 19:17:00,68
2012-07-11 19:30:00,63
2012-07-11 23:31:00,62
2012-07-12 00:03:00,51
2012-07-12 17:56:00,51
2012-07-12 17:58:00,50
2012-07-12 18:24:00,50
2012-07-12 18:30:00,48
2012-07-12 18:30:00,48
2012-07-12 22:15:00,100
2012-07-13 07:21:00,100
2012-07-13 07:24:00,99
2012-07-13 08:48:00,99
2012-07-13 08:53:00,97
2012-07-13 08:58:00,97
2012-07-13 09:02:00,96
2012-07-13 10:13:00,96
2012-07-13 10:15:00,94
2012-07-13 10:31:00,94
2012-07-13 10:31:00,94
2012-07-13 10:39:00,94
2012-07-13 10:39:00,94
2012-07-13 10:41:00,94
2012-07-13 10:45:00,93
2012-07-13 11:23:00,93
2012-07-13 11:26:00,92
2012-07-17 09:08:00,91
2012-07-17 09:08:00,92
2012-07-17 09:09:00,91
2012-07-17 09:09:00,91
2012-07-17 11:32:00,91
2012-07-17 11:33:00,91
2012-07-17 11:33:00,91
2012-07-17 12:49:00,99
2012-07-19 11:38:00,99
2012-07-19 11:42:00,98
2012-07-21 11:08:00,87
2012-07-21 11:14:00,84
2012-07-21 11:19:00,84
2012-07-21 11:25:00,82
2012-07-21 11:40:00,82
2012-07-21 11:51:00,77
2012-07-21 14:01:00,77
2012-07-21 14:07:00,75
2012-07-21 14:10:00,75
2012-07-21 14:11:00,75
2012-07-21 14:17:00,75
2012-07-21 14:20:00,74
2012-07-21 14:21:00,74
2012-07-21 14:26:00,72
2012-07-21 14:28:00,72
2012-07-21 14:33:00,70
2012-07-21 14:45:00,70
2012-07-21 14:48:00,69
2012-07-21 15:08:00,69
2012-07-21 15:15:00,66
2012-07-21 17:00:00,66
2012-07-21 17:08:00,61
2012-07-21 18:40:00,61
2012-07-21 18:50:00,57
2012-07-22 08:22:00,57
2012-07-22 08:24:00,56
2012-07-22 08:28:00,56
2012-07-22 08:31:00,54
2012-07-22 10:52:00,54
2012-07-22 12:24:00,37
2012-07-22 19:02:00,37
2012-07-22 19:05:00,36
2012-07-22 21:10:00,36
2012-07-22 21:17:00,34
2012-07-24 16:35:00,34
2012-07-24 16:49:00,31
2012-07-24 16:58:00,31
2012-07-24 17:02:00,30
2012-07-24 17:32:00,30
2012-07-24 17:44:00,27
2012-07-25 15:15:00,27
2012-07-25 15:18:00,27
2012-07-26 06:17:00,27
2012-07-26 06:20:00,27
2012-07-26 06:32:00,27
2012-07-26 13:43:00,100
2012-07-28 12:49:00,100
2012-07-28 12:49:00,100
2012-07-28 12:56:00,100
2012-07-28 12:59:00,99
2012-07-28 13:01:00,99
2012-07-28 13:06:00,96
2012-07-28 13:27:00,96
2012-07-28 13:55:00,42
2012-07-28 14:15:00,42
2012-07-28 14:27:00,31
2012-07-28 14:27:00,31
2012-07-28 14:28:00,31
2012-07-28 14:29:00,31
2012-07-28 14:30:00,31
2012-07-28 15:01:00,31
2012-07-28 15:06:00,30
2012-07-28 16:18:00,30
2012-07-28 16:24:00,28
2012-07-28 16:32:00,28
2012-07-28 17:53:00,53
2012-07-28 17:54:00,53
2012-07-28 18:08:00,43
2012-07-28 18:17:00,43
2012-07-28 18:26:00,39
2012-07-28 18:27:00,39
2012-07-28 18:56:00,48
2012-07-28 18:57:00,48
2012-07-28 18:59:00,48
2012-07-28 19:11:00,48
2012-07-28 19:13:00,47
2012-07-28 19:14:00,47
2012-07-28 22:50:00,100
2012-07-29 21:07:00,100
2012-07-29 21:56:00,73
2012-07-29 22:19:00,73
2012-07-30 00:24:00,100
2012-07-30 10:54:00,82
2012-07-30 11:03:00,78
2012-07-30 11:14:00,78
2012-07-30 11:22:00,77
2012-07-30 11:25:00,77
2012-07-30 11:38:00,71
2012-07-30 12:20:00,71
2012-07-30 12:35:00,57
2012-07-30 15:02:00,57
2012-07-30 15:15:00,49
2012-07-30 15:31:00,49
2012-07-30 15:44:00,43
2012-07-30 16:26:00,43
2012-07-30 16:32:00,41
2012-07-30 16:35:00,41
2012-07-30 16:40:00,38
2012-07-30 19:14:00,38
2012-07-30 19:18:00,36
2012-07-30 19:22:00,36
2012-07-30 19:27:00,34
2012-07-30 21:46:00,34
2012-07-30 21:48:00,34
2012-07-31 12:15:00,100
2012-07-31 12:25:00,91
2012-07-31 12:45:00,91
2012-07-31 12:55:00,83
2012-07-31 16:47:00,83
2012-07-31 16:51:00,82
2012-07-31 17:57:00,82
2012-07-31 18:01:00,80
2012-07-31 18:27:00,80
2012-07-31 18:28:00,80
2012-07-31 18:29:00,80
2012-07-31 20:14:00,100
2012-07-31 21:48:00,34
2012-08-01 02:12:00,100
2012-08-01 08:36:00,100
2012-08-01 08:53:00,82
2012-08-01 09:16:00,82
2012-08-01 09:23:00,80
2012-08-01 09:34:00,80
2012-08-01 09:41:00,76
2012-08-01 11:35:00,76
2012-08-01 11:52:00,57
2012-08-01 12:35:00,57
2012-08-01 12:47:00,51
2012-08-01 17:06:00,51
2012-08-01 17:15:00,47
2012-08-01 17:25:00,47
2012-08-01 17:33:00,46
2012-08-01 21:18:00,46
2012-08-01 21:19:00,45
2012-08-01 21:20:00,45
2012-08-02 00:59:00,100
2012-08-02 19:01:00,100
2012-08-02 19:06:00,98
2012-08-02 21:11:00,98
2012-08-02 21:19:00,95
2012-08-02 22:09:00,95
2012-08-02 22:14:00,93
2012-08-03 10:56:00,93
2012-08-03 11:15:00,84
2012-08-03 11:51:00,84
2012-08-03 12:08:00,72
2012-08-03 13:05:00,73
2012-08-03 13:37:00,82
2012-08-03 13:38:00,82
2012-08-03 14:06:00,60
2012-08-03 15:47:00,60
2012-08-03 16:20:00,37
2012-08-03 16:20:00,37
2012-08-03 17:53:00,66
2012-08-03 17:53:00,66
2012-08-03 18:17:00,57
2012-08-03 18:17:00,57
2012-08-03 18:25:00,60
2012-08-03 18:25:00,60
2012-08-03 18:29:00,59
2012-08-03 18:37:00,59
2012-08-03 18:44:00,57
2012-08-04 07:57:00,57
2012-08-04 08:12:00,42
2012-08-04 17:15:00,42
2012-08-04 17:29:00,36
2012-08-04 18:56:00,36
2012-08-04 19:05:00,35
2012-08-04 19:25:00,35
2012-08-04 19:38:00,25
2012-08-04 19:38:00,25
2012-08-05 00:38:00,100
2012-08-05 07:46:00,100
2012-08-05 07:51:00,98
2012-08-05 11:44:00,98
2012-08-05 12:18:00,96
2012-08-05 12:24:00,96
2012-08-05 12:51:00,86
2012-08-05 12:53:00,86
2012-08-05 13:02:00,83
2012-08-05 17:00:00,71
2012-08-05 17:00:00,71
2012-08-05 17:52:00,71
2012-08-05 18:07:00,71
2012-08-05 18:08:00,71
2012-08-05 18:09:00,70
2012-08-06 06:05:00,70
2012-08-06 06:16:00,64
2012-08-06 17:12:00,251
2012-08-06 17:20:00,59
2012-08-06 17:22:00,59
2012-08-06 17:26:00,58
2012-08-06 21:06:00,58
2012-08-06 21:26:00,46
2012-08-06 22:05:00,46
2012-08-06 22:27:00,30
2012-08-07 06:24:00,100
2012-08-07 06:35:00,93
2012-08-07 16:03:00,93
2012-08-07 16:14:00,86
2012-08-07 16:50:00,86
2012-08-07 16:55:00,85
2012-08-07 18:15:00,85
2012-08-07 18:20:00,83
2012-08-07 18:33:00,83
2012-08-07 18:50:00,65
2012-08-07 20:06:00,64
2012-08-07 20:13:00,60
2012-08-07 21:08:00,60
2012-08-07 21:29:00,40
2012-08-07 21:29:00,40
2012-08-07 22:27:00,30
2012-08-08 01:29:00,100
2012-08-08 03:02:00,100
2012-08-08 06:15:00,100
2012-08-08 06:25:00,93
2012-08-08 07:44:00,93
2012-08-08 07:55:00,86
2012-08-08 08:07:00,86
2012-08-08 08:18:00,81
2012-08-08 15:01:00,81
2012-08-08 15:12:00,74
2012-08-08 15:28:00,74
2012-08-08 16:04:00,56
2012-08-08 16:15:00,56
2012-08-08 16:18:00,55
2012-08-08 16:23:00,55
2012-08-08 16:25:00,55
2012-08-08 16:49:00,55
2012-08-08 17:04:00,40
2012-08-08 17:37:00,40
2012-08-08 17:44:00,38
2012-08-08 17:49:00,38
2012-08-08 18:21:00,29
2012-08-08 18:22:00,29
2012-08-08 22:59:00,100
2012-08-09 06:10:00,100
2012-08-09 06:20:00,93
2012-08-09 16:23:00,93
2012-08-09 16:35:00,88
2012-08-09 16:40:00,88
2012-08-09 16:44:00,86
2012-08-09 18:30:00,86
2012-08-09 18:31:00,86
2012-08-10 06:09:00,86
2012-08-10 06:20:00,79
2012-08-10 14:51:00,79
2012-08-10 15:03:00,73
2012-08-10 16:08:00,73
2012-08-10 16:17:00,70
2012-08-10 17:16:00,70
2012-08-10 17:20:00,70
2012-08-10 17:23:00,70
2012-08-10 17:24:00,69
2012-08-10 18:52:00,69
2012-08-10 19:04:00,63
2012-08-10 19:05:00,63
2012-08-10 19:14:00,61
2012-08-10 21:11:00,61
2012-08-10 21:23:00,55
2012-08-10 22:13:00,55
2012-08-10 22:20:00,53
2012-08-10 22:20:00,53
2012-08-11 01:45:00,100
2012-08-11 09:46:00,100
2012-08-11 10:07:00,86
2012-08-11 11:24:00,86
2012-08-11 11:45:00,71
2012-08-11 12:01:00,71
2012-08-11 12:12:00,64
2012-08-11 12:19:00,64
2012-08-11 12:25:00,63
2012-08-11 20:15:00,63
2012-08-11 20:16:00,63
2012-08-11 20:17:00,63
2012-08-11 22:58:00,100
2012-08-12 08:34:00,100
2012-08-12 09:08:00,62
2012-08-12 10:20:00,62
2012-08-12 10:38:00,47
2012-08-12 11:06:00,47
2012-08-12 11:23:00,39
2012-08-12 11:25:00,39
2012-08-12 11:44:00,24
2012-08-12 11:53:00,24
2012-08-12 11:57:00,23
2012-08-12 11:58:00,24
