Date,State of charge
2012-08-12 16:25:00,100
2012-08-12 16:26:00,100
2012-08-12 16:39:00,96
2012-08-13 07:02:00,96
2012-08-13 07:10:00,93
2012-08-13 07:45:00,93
2012-08-13 07:56:00,86
2012-08-13 16:45:00,86
2012-08-13 16:56:00,80
2012-08-13 18:02:00,80
2012-08-13 18:19:00,60
2012-08-13 18:26:00,60
2012-08-13 18:47:00,44
2012-08-13 18:47:00,44
2012-08-13 21:07:00,85
2012-08-13 21:08:00,85
2012-08-13 21:10:00,84
2012-08-13 21:15:00,84
2012-08-13 21:18:00,84
2012-08-13 21:18:00,84
2012-08-13 22:46:00,100
2012-08-14 07:49:00,100
2012-08-14 08:00:00,92
2012-08-14 16:34:00,92
2012-08-14 16:35:00,92
2012-08-14 16:35:00,92
2012-08-14 16:43:00,87
2012-08-14 16:58:00,87
2012-08-14 17:00:00,86
2012-08-14 17:03:00,86
2012-08-14 17:08:00,85
2012-08-14 17:54:00,85
2012-08-14 18:41:00,53
2012-08-14 18:46:00,53
2012-08-14 21:55:00,100
2012-08-15 07:44:00,100
2012-08-15 07:55:00,92
2012-08-15 16:31:00,92
2012-08-15 16:43:00,85
2012-08-15 16:44:00,85
2012-08-15 16:46:00,85
2012-08-15 18:01:00,85
2012-08-15 18:26:00,69
2012-08-15 18:37:00,69
2012-08-15 18:48:00,65
2012-08-15 20:12:00,65
2012-08-15 20:39:00,50
2012-08-15 22:20:00,50
2012-08-16 01:39:00,100
2012-08-16 07:23:00,100
2012-08-16 07:33:00,93
2012-08-16 19:15:00,87
2012-08-16 19:19:00,86
2012-08-16 19:24:00,86
2012-08-16 19:27:00,86
2012-08-16 19:39:00,86
2012-08-16 19:40:00,86
2012-08-17 07:01:00,86
2012-08-17 07:07:00,84
2012-08-17 07:11:00,84
2012-08-17 07:15:00,83
2012-08-17 07:51:00,83
2012-08-17 08:02:00,75
2012-08-17 14:04:00,75
2012-08-17 14:05:00,74
2012-08-17 14:08:00,74
2012-08-17 14:09:00,74
2012-08-17 14:54:00,74
2012-08-17 15:06:00,68
2012-08-17 15:14:00,68
2012-08-17 15:20:00,68
2012-08-17 15:49:00,68
2012-08-17 15:52:00,67
2012-08-17 16:14:00,67
2012-08-17 16:21:00,65
2012-08-17 16:21:00,65
2012-08-17 17:32:00,86
2012-08-17 17:32:00,86
2012-08-17 17:49:00,78
2012-08-17 21:03:00,78
2012-08-17 21:18:00,67
2012-08-17 21:26:00,67
2012-08-17 21:30:00,66
2012-08-17 21:30:00,66
2012-08-17 23:55:00,100
2012-08-18 15:02:00,100
2012-08-18 15:04:00,99
2012-08-18 15:08:00,99
2012-08-18 15:11:00,99
2012-08-18 15:13:00,98
2012-08-18 15:14:00,98
2012-08-18 15:26:00,98
2012-08-18 15:29:00,97
2012-08-18 16:10:00,97
2012-08-18 16:19:00,93
2012-08-19 11:33:00,93
2012-08-19 11:39:00,92
2012-08-19 12:10:00,92
2012-08-19 12:12:00,92
2012-08-19 12:22:00,92
2012-08-19 12:38:00,90
2012-08-19 16:57:00,90
2012-08-19 17:01:00,89
2012-08-19 17:15:00,89
2012-08-19 17:19:00,89
2012-08-20 07:35:00,89
2012-08-20 07:47:00,82
2012-08-20 16:37:00,82
2012-08-20 16:47:00,77
2012-08-20 16:59:00,77
2012-08-20 17:06:00,75
2012-08-20 17:14:00,75
2012-08-20 17:54:00,87
2012-08-20 17:55:00,87
2012-08-20 18:26:00,71
2012-08-20 18:33:00,71
2012-08-20 18:54:00,53
2012-08-20 18:54:00,53
2012-08-20 21:14:00,96
2012-08-20 21:14:00,96
2012-08-20 21:17:00,95
2012-08-20 21:25:00,95
2012-08-20 21:29:00,94
2012-08-21 07:35:00,94
2012-08-21 07:47:00,88
2012-08-21 14:43:00,88
2012-08-21 14:46:00,87
2012-08-21 15:58:00,82
2012-08-21 16:08:00,76
2012-08-21 16:14:00,76
2012-08-21 16:17:00,75
2012-08-21 16:48:00,75
2012-08-21 16:52:00,74
2012-08-21 19:35:00,74
2012-08-21 19:53:00,60
2012-08-21 20:07:00,60
2012-08-21 20:31:00,40
2012-08-21 20:31:00,40
2012-08-22 00:25:00,100
2012-08-22 07:46:00,100
2012-08-22 07:47:00,100
2012-08-22 07:47:00,100
2012-08-22 07:48:00,100
2012-08-22 07:56:00,100
2012-08-22 08:10:00,93
2012-08-22 16:30:00,93
2012-08-22 16:44:00,85
2012-08-23 07:55:00,85
2012-08-23 08:06:00,79
2012-08-23 16:52:00,79
2012-08-23 17:02:00,72
2012-08-23 19:17:00,72
2012-08-23 19:33:00,54
2012-08-23 22:14:00,54
2012-08-23 22:34:00,34
2012-08-24 07:03:00,100
2012-08-24 07:13:00,92
2012-08-24 14:10:00,92
2012-08-24 14:21:00,86
2012-08-24 14:28:00,86
2012-08-24 14:31:00,85
2012-08-24 14:40:00,85
2012-08-24 14:43:00,85
2012-08-24 15:30:00,85
2012-08-24 15:51:00,70
2012-08-24 16:42:00,70
2012-08-24 16:51:00,68
2012-08-24 17:07:00,68
2012-08-24 17:12:00,65
2012-08-24 22:10:00,65
2012-08-24 22:29:00,49
2012-08-24 22:29:00,49
2012-08-24 22:34:00,34
2012-08-25 01:57:00,100
2012-08-25 03:03:00,100
2012-08-25 19:09:00,100
2012-08-25 19:14:00,98
2012-08-25 20:00:00,98
2012-08-25 20:08:00,95
2012-08-25 20:17:00,95
2012-08-25 20:27:00,94
2012-08-25 21:43:00,94
2012-08-25 21:52:00,90
2012-08-25 21:55:00,90
2012-08-25 21:58:00,90
2012-08-25 21:59:00,90
2012-08-25 22:01:00,89
2012-08-25 22:46:00,89
2012-08-25 22:48:00,89
2012-08-25 22:49:00,89
2012-08-25 22:56:00,86
2012-08-25 23:28:00,86
2012-08-25 23:42:00,84
2012-08-26 11:32:00,84
2012-08-26 11:36:00,82
2012-08-26 12:34:00,82
2012-08-26 12:41:00,81
2012-08-26 13:39:00,81
2012-08-26 13:52:00,69
2012-08-26 13:52:00,69
2012-08-26 13:53:00,69
2012-08-26 14:31:00,69
2012-08-26 14:44:00,56
2012-08-26 15:01:00,56
2012-08-26 15:05:00,55
2012-08-26 15:23:00,55
2012-08-26 15:24:00,55
2012-08-26 15:51:00,55
2012-08-26 16:09:00,50
2012-08-26 16:09:00,50
2012-08-26 16:33:00,57
2012-08-26 16:33:00,57
2012-08-26 16:36:00,56
2012-08-26 16:54:00,56
2012-08-26 17:00:00,54
2012-08-26 17:00:00,54
2012-08-26 20:08:00,100
2012-08-27 07:48:00,100
2012-08-27 08:00:00,92
2012-08-27 16:42:00,92
2012-08-27 16:45:00,91
2012-08-27 16:52:00,91
2012-08-27 17:02:00,85
2012-08-27 17:05:00,85
2012-08-27 17:08:00,84
2012-08-27 17:48:00,84
2012-08-27 18:23:00,63
2012-08-27 21:07:00,63
2012-08-27 21:50:00,38
2012-08-27 21:52:00,38
2012-08-28 01:57:00,100
2012-08-28 07:47:00,100
2012-08-28 08:01:00,91
2012-08-28 15:35:00,91
2012-08-28 15:43:00,86
2012-08-28 16:10:00,86
2012-08-28 16:15:00,84
2012-08-28 16:51:00,84
2012-08-28 16:55:00,83
2012-08-28 19:00:00,83
2012-08-28 19:05:00,81
2012-08-28 19:25:00,81
2012-08-28 19:40:00,63
2012-08-28 20:13:00,63
2012-08-28 20:36:00,39
2012-08-28 20:37:00,40
2012-08-29 00:34:00,100
2012-08-29 06:39:00,100
2012-08-29 06:47:00,97
2012-08-29 07:51:00,97
2012-08-29 08:01:00,89
2012-08-29 16:22:00,89
2012-08-29 16:30:00,84
2012-08-29 16:34:00,84
2012-08-29 16:37:00,82
2012-08-30 07:02:00,82
2012-08-30 07:13:00,75
2012-08-30 14:39:00,75
2012-08-30 14:52:00,68
2012-08-30 16:28:00,68
2012-08-30 16:58:00,57
2012-08-30 17:06:00,57
2012-08-30 17:10:00,55
2012-08-30 18:04:00,55
2012-08-30 18:14:00,52
2012-08-30 18:24:00,52
2012-08-30 18:43:00,33
2012-08-30 19:33:00,33
2012-08-30 19:35:00,33
2012-08-30 19:40:00,33
2012-08-30 19:43:00,32
2012-08-30 20:50:00,32
2012-08-30 20:54:00,31
2012-08-30 22:36:00,31
2012-08-30 22:46:00,27
2012-08-31 07:44:00,100
2012-08-31 07:56:00,91
2012-08-31 14:34:00,91
2012-08-31 14:35:00,91
2012-08-31 14:38:00,91
2012-08-31 14:49:00,84
2012-08-31 18:12:00,84
2012-08-31 18:14:00,83
2012-08-31 18:17:00,83
2012-08-31 18:19:00,83
2012-08-31 20:43:00,83
2012-08-31 20:45:00,82
2012-08-31 20:49:00,82
2012-08-31 20:51:00,81
2012-08-31 22:47:00,27
2012-09-01 03:37:00,100
2012-09-01 12:10:00,81
2012-09-01 12:14:00,80
2012-09-01 12:41:00,80
2012-09-01 13:15:00,78
2012-09-01 14:37:00,78
2012-09-01 14:40:00,77
2012-09-01 15:31:00,77
2012-09-01 15:36:00,76
2012-09-02 15:12:00,76
2012-09-02 15:18:00,74
2012-09-02 16:38:00,74
2012-09-02 16:45:00,72
2012-09-02 16:46:00,72
2012-09-02 16:51:00,70
2012-09-03 07:32:00,70
2012-09-03 07:46:00,63
2012-09-03 16:03:00,63
2012-09-03 16:15:00,56
2012-09-03 16:31:00,56
2012-09-03 19:47:00,100
2012-09-04 09:13:00,100
2012-09-04 09:17:00,98
2012-09-04 09:25:00,98
2012-09-04 09:33:00,91
2012-09-04 16:17:00,91
2012-09-04 16:26:00,86
2012-09-04 16:28:00,86
2012-09-04 16:31:00,84
2012-09-04 17:24:00,84
2012-09-04 17:29:00,83
2012-09-04 17:33:00,83
2012-09-04 17:36:00,82
2012-09-04 17:38:00,81
2012-09-04 18:03:00,80
2012-09-04 18:35:00,80
2012-09-04 18:45:00,78
2012-09-04 21:07:00,78
2012-09-04 21:10:00,77
2012-09-04 21:52:00,77
2012-09-04 21:54:00,76
2012-09-04 21:58:00,76
2012-09-04 22:01:00,75
2012-09-05 07:13:00,75
2012-09-05 07:23:00,69
2012-09-05 17:45:00,69
2012-09-05 17:54:00,62
2012-09-05 18:00:00,62
2012-09-05 18:04:00,62
2012-09-05 19:44:00,62
2012-09-05 20:02:00,48
2012-09-05 20:13:00,48
2012-09-05 20:33:00,32
2012-09-05 20:33:00,32
2012-09-06 01:02:00,100
2012-09-06 06:28:00,100
2012-09-06 06:38:00,93
2012-09-06 17:02:00,93
2012-09-06 17:12:00,85
2012-09-07 07:01:00,85
2012-09-07 07:11:00,78
2012-09-07 14:56:00,78
2012-09-07 15:04:00,73
2012-09-07 15:08:00,73
2012-09-07 15:12:00,71
2012-09-07 15:25:00,71
2012-09-07 15:29:00,71
2012-09-07 18:29:00,71
2012-09-07 18:33:00,69
2012-09-07 18:43:00,69
2012-09-07 18:50:00,68
2012-09-07 19:02:00,68
2012-09-07 19:05:00,66
2012-09-08 09:31:00,66
2012-09-08 09:35:00,66
2012-09-08 11:04:00,66
2012-09-08 11:09:00,64
2012-09-08 11:09:00,64
2012-09-08 11:33:00,71
2012-09-08 11:35:00,71
2012-09-08 11:47:00,63
2012-09-08 12:16:00,63
2012-09-08 12:30:00,54
2012-09-08 12:30:00,54
2012-09-08 13:27:00,72
2012-09-08 13:27:00,72
2012-09-08 13:30:00,71
2012-09-08 13:33:00,71
2012-09-08 13:36:00,70
2012-09-08 13:37:00,70
2012-09-08 14:52:00,94
2012-09-08 14:52:00,94
2012-09-08 15:09:00,79
2012-09-08 17:33:00,79
2012-09-08 17:51:00,60
2012-09-09 09:14:00,60
2012-09-09 09:18:00,59
2012-09-09 09:31:00,59
2012-09-09 09:34:00,57
2012-09-09 09:34:00,57
2012-09-09 10:09:00,68
2012-09-09 10:10:00,68
2012-09-09 10:25:00,51
2012-09-09 11:45:00,51
2012-09-09 12:06:00,37
2012-09-09 12:06:00,37
2012-09-09 16:16:00,100
2012-09-09 16:42:00,100
2012-09-09 16:45:00,99
2012-09-09 18:27:00,99
2012-09-09 18:34:00,95
2012-09-10 06:59:00,95
2012-09-10 07:11:00,89
2012-09-10 16:49:00,89
2012-09-10 16:59:00,81
2012-09-11 07:42:00,81
2012-09-11 08:03:00,69
2012-09-11 08:30:00,69
2012-09-11 08:48:00,55
2012-09-11 16:08:00,55
2012-09-11 16:20:00,48
2012-09-11 16:28:00,48
2012-09-11 16:29:00,48
2012-09-11 16:29:00,48
2012-09-11 20:01:00,100
2012-09-12 07:51:00,100
2012-09-12 08:03:00,92
2012-09-12 15:58:00,92
2012-09-12 16:40:00,46
2012-09-12 16:43:00,46
2012-09-12 16:47:00,45
2012-09-12 18:44:00,45
2012-09-12 18:51:00,43
2012-09-12 20:49:00,43
2012-09-12 20:56:00,42
2012-09-12 20:56:00,42
2012-09-13 00:43:00,100
2012-09-13 07:02:00,100
2012-09-13 07:13:00,90
2012-09-13 16:24:00,90
2012-09-13 16:34:00,82
2012-09-13 16:36:00,82
2012-09-13 17:17:00,69
2012-09-13 18:00:00,69
2012-09-13 18:10:00,65
2012-09-13 18:15:00,65
2012-09-13 18:35:00,46
2012-09-13 20:19:00,46
2012-09-13 20:22:00,45
2012-09-13 22:29:00,45
2012-09-13 22:32:00,43
2012-09-14 07:01:00,43
2012-09-14 07:08:00,40
2012-09-14 07:49:00,40
2012-09-14 08:01:00,31
2012-09-14 14:31:00,31
2012-09-14 14:44:00,24
2012-09-14 14:45:00,25
2012-09-14 17:49:00,76
2012-09-14 17:51:00,76
2012-09-14 18:00:00,74
2012-09-14 23:41:00,74
2012-09-14 23:43:00,74
2012-09-14 23:43:00,74
2012-09-15 01:58:00,100
2012-09-15 10:18:00,100
2012-09-15 10:41:00,83
2012-09-15 12:05:00,83
2012-09-15 12:22:00,64
2012-09-15 13:18:00,64
2012-09-15 13:22:00,62
2012-09-15 13:24:00,62
2012-09-15 16:15:00,100
2012-09-15 19:49:00,100
2012-09-15 19:50:00,100
2012-09-15 19:53:00,100
2012-09-15 19:53:00,100
2012-09-24 23:42:00,99
2012-09-24 23:42:00,99
2012-09-24 23:43:00,99
2012-09-24 23:44:00,99
2012-09-25 16:20:00,99
2012-09-25 16:30:00,97
2012-09-25 16:56:00,97
2012-09-25 17:18:00,65
2012-09-25 20:09:00,65
2012-09-25 20:37:00,40
2012-09-25 20:57:00,40
2012-09-25 21:03:00,38
2012-09-25 22:09:00,38
2012-09-25 22:16:00,36
2012-09-26 16:24:00,100
2012-09-26 16:27:00,98
2012-09-26 16:30:00,98
2012-09-26 16:35:00,97
2012-09-26 18:24:00,97
2012-09-26 18:36:00,87
2012-09-26 18:52:00,87
2012-09-26 19:07:00,75
2012-09-26 19:26:00,75
2012-09-26 19:36:00,70
2012-09-26 20:09:00,70
2012-09-26 20:28:00,46
2012-09-26 20:36:00,46
2012-09-26 20:42:00,43
2012-09-26 20:42:00,43
2012-09-26 21:45:00,63
2012-09-26 21:46:00,63
2012-09-26 21:48:00,62
2012-09-26 21:56:00,62
2012-09-26 21:59:00,61
2012-09-26 22:00:00,61
2012-09-26 22:16:00,36
2012-09-27 00:51:00,100
2012-09-27 02:32:00,100
2012-09-27 18:01:00,100
2012-09-27 18:05:00,99
2012-09-27 19:13:00,99
2012-09-27 19:30:00,88
2012-09-27 19:44:00,88
2012-09-27 20:10:00,78
2012-09-27 21:17:00,78
2012-09-27 21:35:00,51
2012-09-27 21:35:00,51
2012-09-28 00:58:00,100
2012-09-28 08:13:00,100
2012-09-28 08:20:00,97
2012-09-28 08:48:00,97
2012-09-28 09:18:00,71
2012-09-28 14:47:00,71
2012-09-28 14:54:00,66
2012-09-28 15:08:00,66
2012-09-28 15:12:00,64
2012-09-28 15:32:00,64
2012-09-28 16:12:00,36
2012-09-28 16:16:00,36
2012-09-28 16:20:00,35
2012-09-28 20:05:00,35
2012-09-28 20:07:00,35
2012-09-28 20:07:00,35
2012-09-29 00:27:00,100
2012-09-29 09:39:00,100
2012-09-29 09:43:00,98
2012-09-29 10:48:00,98
2012-09-29 10:51:00,98
2012-09-29 10:52:00,98
2012-09-29 10:55:00,96
2012-09-30 09:57:00,96
2012-09-30 10:15:00,79
2012-09-30 12:00:00,79
2012-09-30 12:04:00,77
2012-09-30 12:07:00,77
2012-09-30 12:09:00,77
2012-09-30 12:18:00,77
2012-09-30 12:19:00,76
2012-09-30 12:31:00,76
2012-09-30 12:48:00,59
2012-09-30 13:49:00,59
2012-09-30 13:52:00,58
2012-09-30 14:04:00,58
2012-09-30 14:08:00,56
2012-10-01 07:45:00,56
2012-10-01 07:57:00,49
2012-10-01 16:24:00,49
2012-10-01 16:33:00,43
2012-10-01 16:43:00,43
2012-10-01 16:48:00,41
2012-10-01 16:48:00,41
2012-10-01 20:59:00,100
2012-10-02 07:47:00,100
2012-10-02 07:59:00,89
2012-10-02 16:16:00,89
2012-10-02 16:25:00,82
2012-10-02 18:42:00,82
2012-10-02 18:46:00,81
2012-10-02 19:55:00,81
2012-10-02 19:59:00,80
2012-10-02 20:46:00,80
2012-10-02 20:49:00,78
2012-10-03 07:51:00,78
2012-10-03 08:01:00,69
2012-10-03 16:12:00,69
2012-10-03 16:24:00,61
2012-10-03 16:25:00,61
2012-10-03 16:28:00,60
2012-10-03 16:33:00,60
2012-10-03 16:38:00,58
2012-10-03 18:51:00,58
2012-10-03 22:03:00,100
2012-10-04 07:02:00,100
2012-10-04 07:10:00,95
2012-10-04 07:50:00,95
2012-10-04 08:02:00,86
2012-10-04 19:34:00,85
2012-10-04 19:43:00,78
2012-10-04 19:45:00,78
2012-10-04 19:48:00,76
2012-10-04 20:48:00,76
2012-10-04 20:51:00,74
2012-10-04 21:04:00,74
2012-10-04 21:08:00,72
2012-10-05 06:18:00,72
2012-10-05 06:28:00,64
2012-10-05 15:11:00,64
2012-10-05 15:21:00,56
2012-10-07 17:56:00,56
2012-10-07 17:59:00,55
2012-10-07 18:09:00,55
2012-10-07 18:13:00,54
2012-10-07 18:14:00,54
2012-10-07 18:14:00,54
2012-10-07 18:15:00,54
2012-10-07 18:15:00,54
2012-10-07 18:15:00,54
2012-10-07 21:57:00,100
2012-10-08 07:49:00,100
2012-10-08 08:01:00,87
2012-10-08 16:12:00,87
2012-10-08 16:22:00,79
2012-10-08 18:00:00,79
2012-10-08 18:20:00,65
2012-10-08 18:25:00,65
2012-10-08 18:54:00,39
2012-10-08 18:54:00,39
2012-10-08 20:08:00,63
2012-10-08 20:09:00,63
2012-10-08 20:12:00,61
2012-10-08 21:03:00,61
2012-10-08 21:05:00,60
2012-10-08 21:10:00,60
2012-10-08 21:14:00,59
2012-10-08 21:14:00,59
2012-10-09 00:19:00,100
2012-10-09 05:39:00,100
2012-10-09 05:43:00,99
2012-10-09 05:46:00,99
2012-10-09 05:50:00,97
2012-10-09 07:52:00,97
2012-10-09 07:58:00,95
2012-10-09 08:02:00,95
2012-10-09 08:11:00,88
2012-10-09 16:17:00,88
2012-10-09 16:24:00,80
2012-10-09 16:31:00,80
2012-10-09 16:35:00,78
2012-10-10 07:45:00,78
2012-10-10 08:00:00,64
2012-10-10 08:21:00,64
2012-10-10 08:32:00,50
2012-10-10 08:37:00,50
2012-10-10 08:48:00,43
2012-10-10 16:30:00,43
2012-10-10 16:42:00,35
2012-10-10 16:54:00,35
2012-10-10 16:54:00,35
2012-10-10 16:55:00,35
2012-10-10 21:28:00,100
2012-10-11 06:17:00,100
2012-10-11 06:26:00,92
2012-10-11 10:48:00,92
2012-10-11 10:57:00,82
2012-10-11 11:33:00,82
2012-10-11 11:41:00,73
2012-10-11 17:15:00,73
2012-10-11 17:27:00,63
2012-10-12 07:50:00,63
2012-10-12 07:55:00,60
2012-10-12 07:58:00,60
2012-10-12 08:06:00,54
2012-10-12 16:10:00,54
2012-10-12 16:21:00,47
2012-10-14 15:55:00,47
2012-10-14 16:02:00,45
2012-10-14 16:18:00,45
2012-10-14 16:22:00,43
2012-10-14 16:23:00,43
2012-10-14 20:26:00,100
2012-10-15 06:08:00,100
2012-10-15 06:17:00,91
2012-10-15 17:04:00,91
2012-10-15 17:15:00,81
2012-10-15 17:44:00,81
2012-10-15 17:47:00,79
2012-10-15 17:49:00,79
2012-10-15 17:51:00,78
2012-10-15 17:54:00,78
2012-10-15 17:55:00,78
2012-10-15 17:59:00,78
2012-10-15 18:03:00,76
2012-10-15 20:40:00,75
2012-10-15 20:57:00,58
2012-10-15 21:07:00,58
2012-10-15 21:25:00,38
2012-10-15 21:25:00,38
2012-10-16 01:39:00,100
2012-10-16 03:15:00,98
2012-10-16 03:16:00,98
2012-10-16 04:31:00,98
2012-10-16 04:52:00,100
2012-10-16 06:08:00,100
2012-10-16 06:17:00,90
2012-10-16 16:33:00,90
2012-10-16 16:43:00,80
2012-10-17 06:24:00,80
2012-10-17 06:35:00,71
2012-10-17 16:05:00,71
2012-10-17 16:26:00,56
2012-10-17 17:24:00,56
2012-10-17 17:42:00,41
2012-10-17 17:42:00,41
2012-10-17 19:12:00,69
2012-10-17 19:12:00,69
2012-10-17 19:16:00,68
2012-10-17 22:18:00,68
2012-10-17 22:22:00,66
2012-10-18 09:58:00,66
2012-10-18 10:02:00,64
2012-10-18 10:27:00,64
2012-10-18 10:34:00,62
2012-10-18 10:58:00,62
2012-10-18 11:17:00,49
2012-10-18 11:20:00,49
2012-10-18 11:38:00,32
2012-10-18 11:39:00,32
2012-10-18 16:30:00,100
2012-10-18 16:35:00,100
2012-10-18 17:06:00,75
2012-10-18 18:16:00,75
2012-10-18 18:24:00,71
2012-10-18 18:44:00,71
2012-10-18 18:58:00,58
2012-10-21 10:17:00,58
2012-10-21 10:29:00,49
2012-10-21 11:34:00,49
2012-10-21 11:42:00,43
2012-10-21 12:12:00,43
2012-10-21 12:14:00,41
2012-10-21 12:39:00,41
2012-10-21 12:47:00,38
2012-10-22 07:38:00,38
2012-10-22 07:50:00,29
2012-10-22 16:01:00,29
2012-10-22 16:08:00,23
2012-10-22 16:11:00,23
2012-10-22 16:16:00,21
2012-10-22 16:17:00,21
2012-10-22 21:32:00,100
2012-10-23 07:47:00,100
2012-10-23 07:51:00,98
2012-10-23 07:52:00,98
2012-10-23 08:00:00,92
2012-10-23 15:49:00,92
2012-10-23 15:56:00,85
2012-10-23 16:07:00,85
2012-10-23 16:11:00,83
2012-10-23 16:16:00,83
2012-10-23 16:31:00,70
2012-10-23 16:55:00,70
2012-10-23 17:07:00,58
2012-10-23 17:12:00,58
2012-10-23 17:14:00,57
2012-10-24 17:55:00,57
2012-10-24 18:01:00,55
2012-10-24 18:16:00,55
2012-10-24 18:28:00,48
2012-10-24 19:04:00,48
2012-10-24 19:18:00,38
2012-10-24 19:25:00,38
2012-10-24 23:46:00,100
2012-10-25 07:04:00,100
2012-10-25 07:13:00,95
2012-10-25 20:02:00,95
2012-10-25 20:05:00,93
2012-10-25 23:09:00,93
2012-10-25 23:12:00,90
2012-10-26 07:07:00,89
2012-10-26 07:14:00,81
2012-10-26 08:22:00,81
2012-10-26 08:26:00,79
2012-10-26 08:39:00,79
2012-10-26 08:43:00,77
2012-10-26 13:16:00,77
2012-10-26 13:46:00,77
2012-10-28 06:48:00,77
2012-10-28 09:09:00,99
2012-10-28 15:20:00,99
2012-10-28 15:58:00,27
2012-10-28 16:20:00,27
2012-10-28 16:20:00,27
2012-10-28 16:25:00,27
2012-10-28 16:38:00,23
2012-10-28 16:39:00,23
2012-10-28 23:56:00,100
2012-10-29 11:30:00,100
2012-10-29 11:32:00,100
2012-10-29 11:34:00,100
2012-10-29 11:34:00,100
2012-11-05 12:49:00,75
2012-11-05 12:49:00,75
2012-11-05 12:51:00,75
2012-11-05 15:05:00,99
2012-11-05 15:25:00,99
2012-11-05 16:09:00,51
2012-11-05 16:27:00,51
2012-11-05 16:31:00,48
2012-11-05 20:15:00,48
2012-11-05 20:18:00,47
2012-11-06 19:56:00,47
2012-11-06 19:59:00,44
2012-11-06 21:34:00,44
2012-11-06 21:38:00,40
2012-11-08 13:40:00,40
2012-11-08 13:44:00,36
2012-11-08 13:57:00,36
2012-11-08 14:03:00,33
2012-11-08 21:00:00,33
2012-11-08 21:01:00,32
2012-11-09 07:57:00,32
2012-11-09 08:01:00,29
2012-11-09 08:06:00,29
2012-11-09 08:09:00,28
2012-11-09 08:17:00,28
2012-11-09 08:19:00,27
2012-11-09 08:48:00,27
2012-11-09 08:52:00,24
2012-11-09 10:29:00,24
2012-11-09 14:56:00,100
2012-11-09 14:57:00,100
2012-11-09 15:01:00,97
2012-11-09 15:09:00,97
2012-11-09 15:10:00,96
2012-11-09 15:30:00,95
2012-11-09 15:42:00,85
2012-11-09 16:09:00,85
2012-11-09 16:16:00,81
2012-11-09 17:32:00,81
2012-11-09 17:52:00,64
2012-11-11 08:30:00,62
2012-11-11 08:32:00,63
2012-11-11 08:40:00,62
2012-11-11 08:43:00,62
2012-11-19 10:58:00,62
2012-11-19 11:01:00,60
2012-11-19 11:12:00,60
2012-11-19 11:15:00,59
2012-12-06 15:42:00,57
2012-12-06 20:29:00,100
2012-12-07 07:44:00,100
2012-12-07 07:45:00,100
2012-12-07 08:24:00,99
2012-12-07 08:26:00,98
2012-12-07 09:05:00,98
2012-12-07 09:05:00,98
2012-12-08 14:40:00,98
2012-12-08 14:40:00,98
2012-12-08 15:14:00,98
2012-12-08 15:17:00,95
2012-12-08 16:09:00,95
2012-12-08 16:18:00,88
2012-12-09 10:34:00,88
2012-12-09 10:35:00,88
2012-12-11 07:37:00,86
2012-12-11 07:40:00,85
2012-12-11 08:07:00,82
2012-12-11 08:11:00,79
2012-12-11 08:23:00,79
2012-12-11 08:27:00,77
2012-12-11 08:32:00,77
2012-12-11 08:37:00,74
2012-12-11 15:40:00,73
2012-12-11 15:44:00,70
2012-12-11 15:56:00,70
2012-12-11 15:57:00,69
2012-12-11 16:03:00,69
2012-12-11 16:07:00,66
2012-12-12 08:07:00,59
2012-12-12 08:12:00,56
2012-12-12 08:28:00,56
2012-12-12 08:30:00,55
2012-12-12 08:37:00,55
2012-12-12 08:39:00,54
2012-12-12 08:48:00,54
2012-12-12 08:50:00,51
2012-12-12 14:55:00,51
2012-12-12 15:00:00,47
2012-12-12 15:36:00,47
2012-12-12 15:39:00,44
2012-12-12 15:54:00,44
2012-12-12 15:57:00,42
2012-12-12 16:02:00,42
2012-12-12 16:10:00,38
2012-12-13 09:54:00,34
2012-12-13 11:48:00,56
2012-12-13 12:33:00,56
2012-12-13 12:34:00,56
2012-12-13 13:18:00,56
2012-12-13 15:50:00,90
2012-12-13 16:00:00,89
2012-12-13 16:15:00,73
2012-12-13 17:51:00,67
2012-12-13 18:08:00,50
2012-12-17 08:09:00,50
2012-12-17 08:16:00,45
2012-12-17 08:24:00,45
2012-12-17 08:25:00,44
2012-12-17 08:48:00,44
2012-12-17 08:52:00,41
2012-12-17 18:00:00,41
2012-12-17 22:35:00,100
2012-12-18 07:56:00,100
2012-12-18 07:58:00,97
2012-12-18 19:27:00,97
2012-12-18 19:30:00,96
2012-12-18 19:52:00,96
2012-12-18 19:56:00,95
2012-12-18 21:47:00,95
2012-12-18 21:50:00,93
2012-12-19 14:07:00,88
2012-12-19 14:10:00,86
2012-12-19 14:15:00,86
2012-12-19 14:22:00,83
2012-12-19 14:44:00,83
2012-12-19 14:49:00,78
2012-12-19 14:57:00,78
2012-12-19 15:03:00,74
2012-12-19 15:12:00,74
2012-12-19 15:19:00,70
2012-12-19 17:37:00,70
2012-12-19 17:53:00,60
2012-12-19 19:17:00,60
2012-12-19 19:26:00,53
2012-12-20 08:02:00,45
2012-12-20 08:10:00,41
2012-12-20 08:20:00,41
2012-12-20 08:25:00,37
2012-12-20 08:28:00,37
2012-12-20 09:45:00,52
2012-12-20 12:52:00,52
2012-12-20 12:54:00,50
2012-12-20 12:55:00,50
2012-12-20 12:58:00,48
2012-12-20 13:12:00,48
